部数\\頁数, 12, 14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184
6600,549000,564700,580300,596000,611700,627400,643100,658700,674400,690100,705800,721500,737200,752800,768500,784200,799900,815600,831200,846900,862600,878300,894000,909600,925300,941000,956700,972400,988000,1003700,1019400,1035100,1050800,1066400,1082100,1097800,1113500,1129200,1144800,1160500,1176200,1191900,1207600,1223300,1238900,1254600,1270300,1286000,1301700,1317300,1333000,1348700,1364400,1380100,1395700,1411400,1427100,1442800,1458500,1474100,1489800,1505500,1521200,1536900,1552500,1568200,1583900,1599600,1615300,1631000,1646600,1662300,1678000,1693700,1709400,1725000,1740700,1756400,1772100,1787800,1803400,1819100,1834800,1850500,1866200,1881800,1897500
6700,557000,572800,588700,604600,620500,636400,652300,668200,684100,700000,715900,731700,747600,763500,779400,795300,811200,827100,843000,858900,874800,890700,906500,922400,938300,954200,970100,986000,1001900,1017800,1033700,1049600,1065400,1081300,1097200,1113100,1129000,1144900,1160800,1176700,1192600,1208500,1224300,1240200,1256100,1272000,1287900,1303800,1319700,1335600,1351500,1367400,1383200,1399100,1415000,1430900,1446800,1462700,1478600,1494500,1510400,1526300,1542100,1558000,1573900,1589800,1605700,1621600,1637500,1653400,1669300,1685200,1701000,1716900,1732800,1748700,1764600,1780500,1796400,1812300,1828200,1844100,1860000,1875800,1891700,1907600,1923500
6800,564900,581000,597100,613200,629300,645400,661500,677600,693700,709800,725900,742000,758100,774200,790300,806400,822500,838600,854700,870800,886900,903000,919100,935200,951300,967400,983500,999600,1015700,1031800,1047900,1064000,1080100,1096200,1112300,1128400,1144500,1160600,1176700,1192800,1208900,1225000,1241100,1257200,1273300,1289400,1305500,1321600,1337700,1353800,1369900,1386000,1402100,1418200,1434300,1450400,1466500,1482600,1498700,1514800,1530900,1547000,1563100,1579200,1595300,1611400,1627500,1643600,1659700,1675800,1691900,1708000,1724100,1740200,1756300,1772400,1788500,1804600,1820700,1836800,1852900,1869000,1885100,1901200,1917300,1933400,1949500
6900,572900,589200,605500,621800,638100,654500,670800,687100,703400,719700,736000,752300,768600,784900,801200,817500,833900,850200,866500,882800,899100,915400,931700,948000,964300,980600,996900,1013300,1029600,1045900,1062200,1078500,1094800,1111100,1127400,1143700,1160000,1176300,1192700,1209000,1225300,1241600,1257900,1274200,1290500,1306800,1323100,1339400,1355700,1372100,1388400,1404700,1421000,1437300,1453600,1469900,1486200,1502500,1518800,1535100,1551500,1567800,1584100,1600400,1616700,1633000,1649300,1665600,1681900,1698200,1714500,1730900,1747200,1763500,1779800,1796100,1812400,1828700,1845000,1861300,1877600,1893900,1910300,1926600,1942900,1959200,1975500
7000,580900,597400,613900,630400,647000,663500,680000,696500,713000,729500,746100,762600,779100,795600,812100,828700,845200,861700,878200,894700,911300,927800,944300,960800,977300,993800,1010400,1026900,1043400,1059900,1076400,1093000,1109500,1126000,1142500,1159000,1175500,1192100,1208600,1225100,1241600,1258100,1274700,1291200,1307700,1324200,1340700,1357300,1373800,1390300,1406800,1423300,1439800,1456400,1472900,1489400,1505900,1522400,1539000,1555500,1572000,1588500,1605000,1621600,1638100,1654600,1671100,1687600,1704100,1720700,1737200,1753700,1770200,1786700,1803300,1819800,1836300,1852800,1869300,1885800,1902400,1918900,1935400,1951900,1968400,1985000,2001500
7100,588900,605600,622300,639000,655800,672500,689200,705900,722700,739400,756100,772900,789600,806300,823000,839800,856500,873200,890000,906700,923400,940100,956900,973600,990300,1007100,1023800,1040500,1057200,1074000,1090700,1107400,1124200,1140900,1157600,1174300,1191100,1207800,1224500,1241200,1258000,1274700,1291400,1308200,1324900,1341600,1358300,1375100,1391800,1408500,1425300,1442000,1458700,1475400,1492200,1508900,1525600,1542400,1559100,1575800,1592500,1609300,1626000,1642700,1659400,1676200,1692900,1709600,1726400,1743100,1759800,1776500,1793300,1810000,1826700,1843500,1860200,1876900,1893600,1910400,1927100,1943800,1960600,1977300,1994000,2010700,2027500
7200,596800,613800,630700,647600,664600,681500,698500,715400,732300,749300,766200,783100,800100,817000,834000,850900,867800,884800,901700,918600,935600,952500,969500,986400,1003300,1020300,1037200,1054100,1071100,1088000,1105000,1121900,1138800,1155800,1172700,1189600,1206600,1223500,1240500,1257400,1274300,1291300,1308200,1325100,1342100,1359000,1376000,1392900,1409800,1426800,1443700,1460600,1477600,1494500,1511500,1528400,1545300,1562300,1579200,1596100,1613100,1630000,1647000,1663900,1680800,1697800,1714700,1731600,1748600,1765500,1782500,1799400,1816300,1833300,1850200,1867100,1884100,1901000,1918000,1934900,1951800,1968800,1985700,2002600,2019600,2036500,2053500
7300,604800,621900,639100,656200,673400,690500,707700,724800,742000,759100,776300,793400,810600,827700,844900,862000,879200,896300,913400,930600,947700,964900,982000,999200,1016300,1033500,1050600,1067800,1084900,1102100,1119200,1136400,1153500,1170700,1187800,1204900,1222100,1239200,1256400,1273500,1290700,1307800,1325000,1342100,1359300,1376400,1393600,1410700,1427900,1445000,1462200,1479300,1496400,1513600,1530700,1547900,1565000,1582200,1599300,1616500,1633600,1650800,1667900,1685100,1702200,1719400,1736500,1753700,1770800,1787900,1805100,1822200,1839400,1856500,1873700,1890800,1908000,1925100,1942300,1959400,1976600,1993700,2010900,2028000,2045200,2062300,2079400
7400,612800,630100,647500,664800,682200,699600,716900,734300,751600,769000,786300,803700,821100,838400,855800,873100,890500,907800,925200,942500,959900,977300,994600,1012000,1029300,1046700,1064000,1081400,1098800,1116100,1133500,1150800,1168200,1185500,1202900,1220300,1237600,1255000,1272300,1289700,1307000,1324400,1341700,1359100,1376500,1393800,1411200,1428500,1445900,1463200,1480600,1498000,1515300,1532700,1550000,1567400,1584700,1602100,1619500,1636800,1654200,1671500,1688900,1706200,1723600,1740900,1758300,1775700,1793000,1810400,1827700,1845100,1862400,1879800,1897200,1914500,1931900,1949200,1966600,1983900,2001300,2018700,2036000,2053400,2070700,2088100,2105400
7500,620700,638300,655900,673400,691000,708600,726100,743700,761300,778800,796400,814000,831500,849100,866700,884200,901800,919400,936900,954500,972100,989600,1007200,1024800,1042300,1059900,1077500,1095000,1112600,1130200,1147700,1165300,1182900,1200400,1218000,1235600,1253100,1270700,1288300,1305800,1323400,1341000,1358500,1376100,1393700,1411200,1428800,1446400,1463900,1481500,1499000,1516600,1534200,1551700,1569300,1586900,1604400,1622000,1639600,1657100,1674700,1692300,1709800,1727400,1745000,1762500,1780100,1797700,1815200,1832800,1850400,1867900,1885500,1903100,1920600,1938200,1955800,1973300,1990900,2008500,2026000,2043600,2061200,2078700,2096300,2113900,2131400
7600,628700,646500,664300,682000,699800,717600,735400,753200,770900,788700,806500,824300,842000,859800,877600,895400,913100,930900,948700,966500,984200,1002000,1019800,1037600,1055300,1073100,1090900,1108700,1126400,1144200,1162000,1179800,1197500,1215300,1233100,1250900,1268600,1286400,1304200,1322000,1339700,1357500,1375300,1393100,1410800,1428600,1446400,1464200,1481900,1499700,1517500,1535300,1553000,1570800,1588600,1606400,1624100,1641900,1659700,1677500,1695300,1713000,1730800,1748600,1766400,1784100,1801900,1819700,1837500,1855200,1873000,1890800,1908600,1926300,1944100,1961900,1979700,1997400,2015200,2033000,2050800,2068500,2086300,2104100,2121900,2139600,2157400
7700,636700,654700,672700,690700,708600,726600,744600,762600,780600,798600,816500,834500,852500,870500,888500,906500,924500,942400,960400,978400,996400,1014400,1032400,1050400,1068300,1086300,1104300,1122300,1140300,1158300,1176200,1194200,1212200,1230200,1248200,1266200,1284200,1302100,1320100,1338100,1356100,1374100,1392100,1410000,1428000,1446000,1464000,1482000,1500000,1518000,1535900,1553900,1571900,1589900,1607900,1625900,1643900,1661800,1679800,1697800,1715800,1733800,1751800,1769700,1787700,1805700,1823700,1841700,1859700,1877700,1895600,1913600,1931600,1949600,1967600,1985600,2003600,2021500,2039500,2057500,2075500,2093500,2111500,2129400,2147400,2165400,2183400
7800,644700,662900,681100,699300,717400,735600,753800,772000,790200,808400,826600,844800,863000,881200,899400,917600,935800,954000,972200,990400,1008600,1026800,1044900,1063100,1081300,1099500,1117700,1135900,1154100,1172300,1190500,1208700,1226900,1245100,1263300,1281500,1299700,1317900,1336100,1354300,1372400,1390600,1408800,1427000,1445200,1463400,1481600,1499800,1518000,1536200,1554400,1572600,1590800,1609000,1627200,1645400,1663600,1681800,1699900,1718100,1736300,1754500,1772700,1790900,1809100,1827300,1845500,1863700,1881900,1900100,1918300,1936500,1954700,1972900,1991100,2009300,2027400,2045600,2063800,2082000,2100200,2118400,2136600,2154800,2173000,2191200,2209400
7900,652600,671000,689500,707900,726300,744700,763100,781500,799900,818300,836700,855100,873500,891900,910300,928700,947100,965500,983900,1002300,1020700,1039100,1057500,1075900,1094300,1112700,1131100,1149500,1168000,1186400,1204800,1223200,1241600,1260000,1278400,1296800,1315200,1333600,1352000,1370400,1388800,1407200,1425600,1444000,1462400,1480800,1499200,1517600,1536000,1554400,1572800,1591200,1609600,1628100,1646500,1664900,1683300,1701700,1720100,1738500,1756900,1775300,1793700,1812100,1830500,1848900,1867300,1885700,1904100,1922500,1940900,1959300,1977700,1996100,2014500,2032900,2051300,2069700,2088100,2106600,2125000,2143400,2161800,2180200,2198600,2217000,2235400
8000,660600,679200,697800,716500,735100,753700,772300,790900,809500,828100,846800,865400,884000,902600,921200,939800,958400,977000,995700,1014300,1032900,1051500,1070100,1088700,1107300,1126000,1144600,1163200,1181800,1200400,1219000,1237600,1256200,1274900,1293500,1312100,1330700,1349300,1367900,1386500,1405200,1423800,1442400,1461000,1479600,1498200,1516800,1535400,1554100,1572700,1591300,1609900,1628500,1647100,1665700,1684400,1703000,1721600,1740200,1758800,1777400,1796000,1814600,1833300,1851900,1870500,1889100,1907700,1926300,1944900,1963600,1982200,2000800,2019400,2038000,2056600,2075200,2093800,2112500,2131100,2149700,2168300,2186900,2205500,2224100,2242800,2261400
8100,668600,687400,706200,725100,743900,762700,781500,800400,819200,838000,856800,875600,894500,913300,932100,950900,969800,988600,1007400,1026200,1045000,1063900,1082700,1101500,1120300,1139200,1158000,1176800,1195600,1214500,1233300,1252100,1270900,1289700,1308600,1327400,1346200,1365000,1383900,1402700,1421500,1440300,1459200,1478000,1496800,1515600,1534400,1553300,1572100,1590900,1609700,1628600,1647400,1666200,1685000,1703800,1722700,1741500,1760300,1779100,1798000,1816800,1835600,1854400,1873300,1892100,1910900,1929700,1948500,1967400,1986200,2005000,2023800,2042700,2061500,2080300,2099100,2118000,2136800,2155600,2174400,2193200,2212100,2230900,2249700,2268500,2287400
8200,676600,695600,714600,733700,752700,771700,790800,809800,828800,847900,866900,885900,905000,924000,943000,962100,981100,1000100,1019100,1038200,1057200,1076200,1095300,1114300,1133300,1152400,1171400,1190400,1209500,1228500,1247500,1266600,1285600,1304600,1323700,1342700,1361700,1380800,1399800,1418800,1437900,1456900,1475900,1495000,1514000,1533000,1552100,1571100,1590100,1609100,1628200,1647200,1666200,1685300,1704300,1723300,1742400,1761400,1780400,1799500,1818500,1837500,1856600,1875600,1894600,1913700,1932700,1951700,1970800,1989800,2008800,2027900,2046900,2065900,2085000,2104000,2123000,2142100,2161100,2180100,2199200,2218200,2237200,2256200,2275300,2294300,2313300
8300,684500,703800,723000,742300,761500,780800,800000,819200,838500,857700,877000,896200,915400,934700,953900,973200,992400,1011700,1030900,1050100,1069400,1088600,1107900,1127100,1146300,1165600,1184800,1204100,1223300,1242600,1261800,1281000,1300300,1319500,1338800,1358000,1377200,1396500,1415700,1435000,1454200,1473500,1492700,1511900,1531200,1550400,1569700,1588900,1608100,1627400,1646600,1665900,1685100,1704400,1723600,1742800,1762100,1781300,1800600,1819800,1839000,1858300,1877500,1896800,1916000,1935300,1954500,1973700,1993000,2012200,2031500,2050700,2069900,2089200,2108400,2127700,2146900,2166200,2185400,2204600,2223900,2243100,2262400,2281600,2300900,2320100,2339300
8400,692500,712000,731400,750900,770300,789800,809200,828700,848100,867600,887000,906500,925900,945400,964800,984300,1003700,1023200,1042600,1062100,1081500,1101000,1120400,1139900,1159300,1178800,1198200,1217700,1237200,1256600,1276100,1295500,1315000,1334400,1353900,1373300,1392800,1412200,1431700,1451100,1470600,1490000,1509500,1528900,1548400,1567800,1587300,1606700,1626200,1645600,1665100,1684500,1704000,1723400,1742900,1762300,1781800,1801200,1820700,1840100,1859600,1879000,1898500,1917900,1937400,1956800,1976300,1995700,2015200,2034700,2054100,2073600,2093000,2112500,2131900,2151400,2170800,2190300,2209700,2229200,2248600,2268100,2287500,2307000,2326400,2345900,2365300
8500,700500,720200,739800,759500,779100,798800,818500,838100,857800,877400,897100,916800,936400,956100,975700,995400,1015100,1034700,1054400,1074000,1093700,1113400,1133000,1152700,1172300,1192000,1211700,1231300,1251000,1270700,1290300,1310000,1329600,1349300,1369000,1388600,1408300,1427900,1447600,1467300,1486900,1506600,1526200,1545900,1565600,1585200,1604900,1624500,1644200,1663900,1683500,1703200,1722800,1742500,1762200,1781800,1801500,1821200,1840800,1860500,1880100,1899800,1919500,1939100,1958800,1978400,1998100,2017800,2037400,2057100,2076700,2096400,2116100,2135700,2155400,2175000,2194700,2214400,2234000,2253700,2273300,2293000,2312700,2332300,2352000,2371700,2391300
8600,708500,728300,748200,768100,787900,807800,827700,847600,867400,887300,907200,927000,946900,966800,986600,1006500,1026400,1046300,1066100,1086000,1105900,1125700,1145600,1165500,1185300,1205200,1225100,1245000,1264800,1284700,1304600,1324400,1344300,1364200,1384100,1403900,1423800,1443700,1463500,1483400,1503300,1523100,1543000,1562900,1582800,1602600,1622500,1642400,1662200,1682100,1702000,1721800,1741700,1761600,1781500,1801300,1821200,1841100,1860900,1880800,1900700,1920500,1940400,1960300,1980200,2000000,2019900,2039800,2059600,2079500,2099400,2119200,2139100,2159000,2178900,2198700,2218600,2238500,2258300,2278200,2298100,2317900,2337800,2357700,2377600,2397400,2417300
8700,716400,736500,756600,776700,796800,816800,836900,857000,877100,897200,917200,937300,957400,977500,997600,1017600,1037700,1057800,1077900,1098000,1118000,1138100,1158200,1178300,1198300,1218400,1238500,1258600,1278700,1298700,1318800,1338900,1359000,1379100,1399100,1419200,1439300,1459400,1479500,1499500,1519600,1539700,1559800,1579900,1599900,1620000,1640100,1660200,1680300,1700300,1720400,1740500,1760600,1780700,1800700,1820800,1840900,1861000,1881100,1901100,1921200,1941300,1961400,1981500,2001500,2021600,2041700,2061800,2081900,2101900,2122000,2142100,2162200,2182300,2202300,2222400,2242500,2262600,2282700,2302700,2322800,2342900,2363000,2383100,2403100,2423200,2443300
8800,724400,744700,765000,785300,805600,825900,846100,866400,886700,907000,927300,947600,967900,988200,1008500,1028700,1049000,1069300,1089600,1109900,1130200,1150500,1170800,1191100,1211400,1231600,1251900,1272200,1292500,1312800,1333100,1353400,1373700,1394000,1414200,1434500,1454800,1475100,1495400,1515700,1536000,1556300,1576600,1596800,1617100,1637400,1657700,1678000,1698300,1718600,1738900,1759200,1779400,1799700,1820000,1840300,1860600,1880900,1901200,1921500,1941800,1962000,1982300,2002600,2022900,2043200,2063500,2083800,2104100,2124400,2144700,2164900,2185200,2205500,2225800,2246100,2266400,2286700,2307000,2327300,2347500,2367800,2388100,2408400,2428700,2449000,2469300
8900,732400,752900,773400,793900,814400,834900,855400,875900,896400,916900,937400,957900,978400,998900,1019400,1039900,1060400,1080900,1101400,1121900,1142400,1162900,1183400,1203900,1224400,1244900,1265300,1285800,1306300,1326800,1347300,1367800,1388300,1408800,1429300,1449800,1470300,1490800,1511300,1531800,1552300,1572800,1593300,1613800,1634300,1654800,1675300,1695800,1716300,1736800,1757300,1777800,1798300,1818800,1839300,1859800,1880300,1900800,1921300,1941800,1962300,1982800,2003300,2023800,2044300,2064800,2085300,2105800,2126300,2146800,2167300,2187800,2208300,2228800,2249300,2269800,2290300,2310800,2331300,2351800,2372300,2392800,2413300,2433800,2454300,2474800,2495300
9000,740400,761100,781800,802500,823200,843900,864600,885300,906000,926700,947400,968100,988900,1009600,1030300,1051000,1071700,1092400,1113100,1133800,1154500,1175200,1195900,1216600,1237400,1258100,1278800,1299500,1320200,1340900,1361600,1382300,1403000,1423700,1444400,1465100,1485900,1506600,1527300,1548000,1568700,1589400,1610100,1630800,1651500,1672200,1692900,1713600,1734300,1755100,1775800,1796500,1817200,1837900,1858600,1879300,1900000,1920700,1941400,1962100,1982800,2003600,2024300,2045000,2065700,2086400,2107100,2127800,2148500,2169200,2189900,2210600,2231300,2252100,2272800,2293500,2314200,2334900,2355600,2376300,2397000,2417700,2438400,2459100,2479800,2500500,2521300
9100,748300,769300,790200,811100,832000,852900,873800,894800,915700,936600,957500,978400,999300,1020300,1041200,1062100,1083000,1103900,1124800,1145800,1166700,1187600,1208500,1229400,1250400,1271300,1292200,1313100,1334000,1354900,1375900,1396800,1417700,1438600,1459500,1480400,1501400,1522300,1543200,1564100,1585000,1606000,1626900,1647800,1668700,1689600,1710500,1731500,1752400,1773300,1794200,1815100,1836000,1857000,1877900,1898800,1919700,1940600,1961600,1982500,2003400,2024300,2045200,2066100,2087100,2108000,2128900,2149800,2170700,2191600,2212600,2233500,2254400,2275300,2296200,2317200,2338100,2359000,2379900,2400800,2421700,2442700,2463600,2484500,2505400,2526300,2547200
9200,756300,777400,798600,819700,840800,861900,883100,904200,925300,946500,967600,988700,1009800,1031000,1052100,1073200,1094300,1115500,1136600,1157700,1178800,1200000,1221100,1242200,1263400,1284500,1305600,1326700,1347900,1369000,1390100,1411200,1432400,1453500,1474600,1495800,1516900,1538000,1559100,1580300,1601400,1622500,1643600,1664800,1685900,1707000,1728200,1749300,1770400,1791500,1812700,1833800,1854900,1876000,1897200,1918300,1939400,1960500,1981700,2002800,2023900,2045100,2066200,2087300,2108400,2129600,2150700,2171800,2192900,2214100,2235200,2256300,2277500,2298600,2319700,2340800,2362000,2383100,2404200,2425300,2446500,2467600,2488700,2509900,2531000,2552100,2573200
9300,764300,785600,807000,828300,849600,871000,892300,913600,935000,956300,977600,999000,1020300,1041700,1063000,1084300,1105700,1127000,1148300,1169700,1191000,1212300,1233700,1255000,1276400,1297700,1319000,1340400,1361700,1383000,1404400,1425700,1447100,1468400,1489700,1511100,1532400,1553700,1575100,1596400,1617700,1639100,1660400,1681800,1703100,1724400,1745800,1767100,1788400,1809800,1831100,1852400,1873800,1895100,1916500,1937800,1959100,1980500,2001800,2023100,2044500,2065800,2087100,2108500,2129800,2151200,2172500,2193800,2215200,2236500,2257800,2279200,2300500,2321800,2343200,2364500,2385900,2407200,2428500,2449900,2471200,2492500,2513900,2535200,2556500,2577900,2599200
9400,772300,793800,815300,836900,858400,880000,901500,923100,944600,966200,987700,1009300,1030800,1052400,1073900,1095400,1117000,1138500,1160100,1181600,1203200,1224700,1246300,1267800,1289400,1310900,1332500,1354000,1375500,1397100,1418600,1440200,1461700,1483300,1504800,1526400,1547900,1569500,1591000,1612500,1634100,1655600,1677200,1698700,1720300,1741800,1763400,1784900,1806500,1828000,1849600,1871100,1892600,1914200,1935700,1957300,1978800,2000400,2021900,2043500,2065000,2086600,2108100,2129700,2151200,2172700,2194300,2215800,2237400,2258900,2280500,2302000,2323600,2345100,2366700,2388200,2409800,2431300,2452800,2474400,2495900,2517500,2539000,2560600,2582100,2603700,2625200
9500,780200,802000,823700,845500,867300,889000,910800,932500,954300,976000,997800,1019500,1041300,1063100,1084800,1106600,1128300,1150100,1171800,1193600,1215300,1237100,1258800,1280600,1302400,1324100,1345900,1367600,1389400,1411100,1432900,1454600,1476400,1498200,1519900,1541700,1563400,1585200,1606900,1628700,1650400,1672200,1694000,1715700,1737500,1759200,1781000,1802700,1824500,1846200,1868000,1889800,1911500,1933300,1955000,1976800,1998500,2020300,2042000,2063800,2085600,2107300,2129100,2150800,2172600,2194300,2216100,2237800,2259600,2281400,2303100,2324900,2346600,2368400,2390100,2411900,2433600,2455400,2477200,2498900,2520700,2542400,2564200,2585900,2607700,2629400,2651200
9600,788200,810200,832100,854100,876100,898000,920000,942000,963900,985900,1007900,1029800,1051800,1073700,1095700,1117700,1139600,1161600,1183600,1205500,1227500,1249500,1271400,1293400,1315400,1337300,1359300,1381300,1403200,1425200,1447200,1469100,1491100,1513000,1535000,1557000,1578900,1600900,1622900,1644800,1666800,1688800,1710700,1732700,1754700,1776600,1798600,1820600,1842500,1864500,1886500,1908400,1930400,1952300,1974300,1996300,2018200,2040200,2062200,2084100,2106100,2128100,2150000,2172000,2194000,2215900,2237900,2259900,2281800,2303800,2325700,2347700,2369700,2391600,2413600,2435600,2457500,2479500,2501500,2523400,2545400,2567400,2589300,2611300,2633300,2655200,2677200
9700,796200,818400,840500,862700,884900,907000,929200,951400,973600,995700,1017900,1040100,1062300,1084400,1106600,1128800,1151000,1173100,1195300,1217500,1239700,1261800,1284000,1306200,1328400,1350500,1372700,1394900,1417100,1439200,1461400,1483600,1505800,1527900,1550100,1572300,1594500,1616600,1638800,1661000,1683200,1705300,1727500,1749700,1771900,1794000,1816200,1838400,1860500,1882700,1904900,1927100,1949200,1971400,1993600,2015800,2037900,2060100,2082300,2104500,2126600,2148800,2171000,2193200,2215300,2237500,2259700,2281900,2304000,2326200,2348400,2370600,2392700,2414900,2437100,2459300,2481400,2503600,2525800,2548000,2570100,2592300,2614500,2636700,2658800,2681000,2703200
9800,804200,826500,848900,871300,893700,916100,938500,960800,983200,1005600,1028000,1050400,1072800,1095100,1117500,1139900,1162300,1184700,1207100,1229400,1251800,1274200,1296600,1319000,1341400,1363700,1386100,1408500,1430900,1453300,1475700,1498100,1520400,1542800,1565200,1587600,1610000,1632400,1654700,1677100,1699500,1721900,1744300,1766700,1789000,1811400,1833800,1856200,1878600,1901000,1923300,1945700,1968100,1990500,2012900,2035300,2057600,2080000,2102400,2124800,2147200,2169600,2192000,2214300,2236700,2259100,2281500,2303900,2326300,2348600,2371000,2393400,2415800,2438200,2460600,2482900,2505300,2527700,2550100,2572500,2594900,2617200,2639600,2662000,2684400,2706800,2729200
9900,812100,834700,857300,879900,902500,925100,947700,970300,992900,1015500,1038100,1060700,1083200,1105800,1128400,1151000,1173600,1196200,1218800,1241400,1264000,1286600,1309200,1331800,1354400,1377000,1399600,1422100,1444700,1467300,1489900,1512500,1535100,1557700,1580300,1602900,1625500,1648100,1670700,1693300,1715900,1738500,1761000,1783600,1806200,1828800,1851400,1874000,1896600,1919200,1941800,1964400,1987000,2009600,2032200,2054800,2077400,2099900,2122500,2145100,2167700,2190300,2212900,2235500,2258100,2280700,2303300,2325900,2348500,2371100,2393700,2416300,2438800,2461400,2484000,2506600,2529200,2551800,2574400,2597000,2619600,2642200,2664800,2687400,2710000,2732600,2755200
10000,820100,842900,865700,888500,911300,934100,956900,979700,1002500,1025300,1048100,1070900,1093700,1116500,1139300,1162100,1184900,1207700,1230600,1253400,1276200,1299000,1321800,1344600,1367400,1390200,1413000,1435800,1458600,1481400,1504200,1527000,1549800,1572600,1595400,1618200,1641000,1663800,1686600,1709400,1732200,1755000,1777800,1800600,1823400,1846200,1869000,1891800,1914600,1937400,1960200,1983000,2005800,2028700,2051500,2074300,2097100,2119900,2142700,2165500,2188300,2211100,2233900,2256700,2279500,2302300,2325100,2347900,2370700,2393500,2416300,2439100,2461900,2484700,2507500,2530300,2553100,2575900,2598700,2621500,2644300,2667100,2689900,2712700,2735500,2758300,2781100